Auction Lot,Vendor,Forecasted Qty,  Initial Quote for BOC  ,  Target Price  ,  Pre-Bid Price  ,  Bid Price  ,  Target Spend  ,  Current Spend  ,  Pre-Bid Spend  , Bid Spend ,% Delta to Target
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,2,159.88,126.23,159.88,159.88,252.45,319.77,319.77,319.77,26.70%
Lot 1,Vendor G,8,10218.44,8162.55,10218.44,10218.44,65300.4,81747.55,81747.55,81747.55,25.20%
Lot 1,Vendor G,8,7405.2,5890.5,7405.2,7405.2,47124.0,59241.6,59241.6,59241.6,25.70%
Lot 1,Vendor G,24,8369.93,6732.0,7741.8,7741.8,161568.0,200878.3,185803.2,185803.2,15.00%
Lot 1,Vendor G,8,40275.06,32145.3,40275.06,40275.06,257162.4,322200.45,322200.45,322200.45,25.30%
Lot 1,Vendor G,2,15108.21,12201.75,15108.21,15108.21,24403.5,30216.41,30216.41,30216.41,23.80%
Lot 1,Vendor G,8,3804.31,3029.4,3140.48,3140.48,24235.2,30434.5,25123.82,25123.82,3.70%
Lot 1,Vendor G,16,159.88,126.23,159.88,159.88,2019.6,2558.16,2558.16,2558.16,26.70%
Lot 1,Vendor G,9,10218.44,8162.55,10218.44,10218.44,73462.95,91966.0,91966.0,91966.0,25.20%
Lot 1,Vendor G,7,69207.75,49227.75,60957.9,60957.9,344594.25,484454.28,426705.29,426705.29,23.80%
Lot 1,Vendor G,2,56054.68,40392.0,44072.7,44072.7,80784.0,112109.36,88145.41,88145.41,9.10%
Lot 1,Vendor G,9,8369.93,6732.0,7741.8,7741.8,60588.0,75329.36,69676.2,69676.2,15.00%
Lot 1,Vendor G,9,7405.2,5890.5,7405.2,7405.2,53014.5,66646.8,66646.8,66646.8,25.70%
Lot 1,Vendor G,2,36151.83,15062.85,30462.3,30462.3,30125.7,72303.67,60924.6,60924.6,102.20%
Lot 1,Vendor G,4,40275.06,32145.3,40275.06,40275.06,128581.2,161100.23,161100.23,161100.23,25.30%
Lot 1,Vendor G,2,15108.21,12201.75,15108.21,15108.21,24403.5,30216.41,30216.41,30216.41,23.80%
Lot 1,Vendor G,1,15108.21,12201.75,15108.21,15108.21,12201.75,15108.21,15108.21,15108.21,23.80%
Lot 1,Vendor G,9,3804.31,3029.4,3140.48,3140.48,27264.6,34238.81,28264.3,28264.3,3.70%
Lot 1,Vendor G,2,10218.44,8162.55,10218.44,10218.44,16325.1,20436.89,20436.89,20436.89,25.20%
Lot 1,Vendor G,2,55850.62,38288.25,48485.4,48485.4,76576.5,111701.25,96970.81,96970.81,26.60%
Lot 1,Vendor G,3,10218.44,8162.55,10218.44,10218.44,24487.65,30655.33,30655.33,30655.33,25.20%
Lot 1,Vendor G,3,8369.93,6732.0,7741.8,7741.8,20196.0,25109.79,23225.4,23225.4,15.00%
Lot 1,Vendor G,2,55850.62,38288.25,48485.4,48485.4,76576.5,111701.25,96970.81,96970.81,26.60%
Lot 1,Vendor G,2,15108.21,12201.75,15108.21,15108.21,24403.5,30216.41,30216.41,30216.41,23.80%
Lot 1,Vendor G,2,15108.21,12201.75,15108.21,15108.21,24403.5,30216.41,30216.41,30216.41,23.80%
Lot 1,Vendor G,1,10218.44,8162.55,10218.44,10218.44,8162.55,10218.44,10218.44,10218.44,25.20%
Lot 1,Vendor G,1,56054.68,40392.0,44072.7,44072.7,40392.0,56054.68,44072.7,44072.7,9.10%
Lot 1,Vendor G,1,8369.93,6732.0,7741.8,7741.8,6732.0,8369.93,7741.8,7741.8,15.00%
Lot 1,Vendor G,2,3804.31,3029.4,3140.48,3140.48,6058.8,7608.62,6280.96,6280.96,3.70%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,3,7405.2,5890.5,7405.2,7405.2,17671.5,22215.6,22215.6,22215.6,25.70%
Lot 1,Vendor G,3,3804.31,3029.4,3140.48,3140.48,9088.2,11412.94,9421.43,9421.43,3.70%
Lot 1,Vendor G,1,7405.2,5890.5,7405.2,7405.2,5890.5,7405.2,7405.2,7405.2,25.70%
Lot 1,Vendor G,1,11649.54,5469.75,11546.79,11546.79,5469.75,11649.54,11546.79,11546.79,111.10%
Lot 1,Vendor G,1,8075.96,5217.3,7573.5,7573.5,5217.3,8075.96,7573.5,7573.5,45.20%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,1,159.88,126.23,159.88,159.88,126.23,159.88,159.88,159.88,26.70%
Lot 1,Vendor G,1,8692.69,5469.75,7865.7,7865.7,5469.75,8692.69,7865.7,7865.7,43.80%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,1,8075.96,5217.3,7573.5,7573.5,5217.3,8075.96,7573.5,7573.5,45.20%
Lot 1,Vendor G,2,6931.52,5469.75,6399.55,6399.55,10939.5,13863.04,12799.1,12799.1,17.00%
Lot 1,Vendor G,2,8075.96,5217.3,7573.5,7573.5,10434.6,16151.92,15147.0,15147.0,45.20%
Lot 1,Vendor G,2,6931.52,5469.75,6399.55,6399.55,10939.5,13863.04,12799.1,12799.1,17.00%
Lot 1,Vendor G,1,159.88,126.23,159.88,159.88,126.23,159.88,159.88,159.88,26.70%
Lot 1,Vendor G,1,10552.41,5469.75,8707.0,8707.0,5469.75,10552.41,8707.0,8707.0,59.20%
Lot 1,Vendor G,1,6931.52,5469.75,6399.55,6399.55,5469.75,6931.52,6399.55,6399.55,17.00%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,1,8075.96,5217.3,7573.5,7573.5,5217.3,8075.96,7573.5,7573.5,45.20%
Lot 1,Vendor G,1,3804.31,3366.0,3140.48,3140.48,3366.0,3804.31,3140.48,3140.48,-6.70%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,1,8999.12,3366.0,8494.1,8494.1,3366.0,8999.12,8494.1,8494.1,152.40%
Lot 1,Vendor G,3,11649.54,5469.75,11546.79,11546.79,16409.25,34948.62,34640.38,34640.38,111.10%
Lot 1,Vendor G,3,8075.96,5217.3,7573.5,7573.5,15651.9,24227.88,22720.5,22720.5,45.20%
Lot 1,Vendor G,3,3804.31,3029.4,3140.48,3140.48,9088.2,11412.94,9421.43,9421.43,3.70%
Lot 1,Vendor G,3,3804.31,3029.4,3140.48,3140.48,9088.2,11412.94,9421.43,9421.43,3.70%
Lot 1,Vendor G,3,159.88,126.23,159.88,159.88,378.68,479.66,479.66,479.66,26.70%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,1,12257.36,5217.3,11682.54,11682.54,5217.3,12257.36,11682.54,11682.54,123.90%
Lot 1,Vendor G,1,159.88,126.23,159.88,159.88,126.23,159.88,159.88,159.88,26.70%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,1,12474.93,5469.75,12262.07,12262.07,5469.75,12474.93,12262.07,12262.07,124.20%
Lot 1,Vendor G,1,11649.54,5469.75,11546.79,11546.79,5469.75,11649.54,11546.79,11546.79,111.10%
Lot 1,Vendor G,1,8075.96,5217.3,7573.5,7573.5,5217.3,8075.96,7573.5,7573.5,45.20%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,1,159.88,126.23,159.88,159.88,126.23,159.88,159.88,159.88,26.70%
Lot 1,Vendor G,2,7474.29,5469.75,7321.05,7321.05,10939.5,14948.57,14642.1,14642.1,33.80%
Lot 1,Vendor G,1,8075.96,5217.3,7573.5,7573.5,5217.3,8075.96,7573.5,7573.5,45.20%
Lot 1,Vendor G,1,7474.29,5469.75,7321.05,7321.05,5469.75,7474.29,7321.05,7321.05,33.80%
Lot 1,Vendor G,1,8999.12,5217.3,8241.65,8241.65,5217.3,8999.12,8241.65,8241.65,58.00%
Lot 1,Vendor G,1,12474.93,5469.75,12262.07,12262.07,5469.75,12474.93,12262.07,12262.07,124.20%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,1,159.88,126.23,159.88,159.88,126.23,159.88,159.88,159.88,26.70%
Lot 1,Vendor G,3,7474.29,5469.75,7321.05,7321.05,16409.25,22422.86,21963.15,21963.15,33.80%
Lot 1,Vendor G,3,8075.96,5217.3,7573.5,7573.5,15651.9,24227.88,22720.5,22720.5,45.20%
Lot 1,Vendor G,1,10552.41,5469.75,8707.0,8707.0,5469.75,10552.41,8707.0,8707.0,59.20%
Lot 1,Vendor G,1,159.88,126.23,159.88,159.88,126.23,159.88,159.88,159.88,26.70%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,1,8999.12,3366.0,8494.1,8494.1,3366.0,8999.12,8494.1,8494.1,152.40%
Lot 1,Vendor G,3,7474.29,5469.75,7321.05,7321.05,16409.25,22422.86,21963.15,21963.15,33.80%
Lot 1,Vendor G,3,3804.31,3029.4,3140.48,3140.48,9088.2,11412.94,9421.43,9421.43,3.70%
Lot 1,Vendor G,3,3804.31,3029.4,3140.48,3140.48,9088.2,11412.94,9421.43,9421.43,3.70%
Lot 1,Vendor G,2,8075.96,5217.3,7573.5,7573.5,10434.6,16151.92,15147.0,15147.0,45.20%
Lot 1,Vendor G,3,159.88,126.23,159.88,159.88,378.68,479.66,479.66,479.66,26.70%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,1,8075.96,5217.3,7573.5,7573.5,5217.3,8075.96,7573.5,7573.5,45.20%
Lot 1,Vendor G,1,11649.54,5469.75,11546.79,11546.79,5469.75,11649.54,11546.79,11546.79,111.10%
Lot 1,Vendor G,1,159.88,126.23,159.88,159.88,126.23,159.88,159.88,159.88,26.70%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,1,159.88,126.23,159.88,159.88,126.23,159.88,159.88,159.88,26.70%
Lot 1,Vendor G,1,7474.29,5469.75,7321.05,7321.05,5469.75,7474.29,7321.05,7321.05,33.80%
Lot 1,Vendor G,1,12257.36,5217.3,11682.54,11682.54,5217.3,12257.36,11682.54,11682.54,123.90%
Lot 1,Vendor G,1,59007.66,5469.75,59007.66,59007.66,5469.75,59007.66,59007.66,59007.66,978.80%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,1,12257.36,5217.3,11682.54,11682.54,5217.3,12257.36,11682.54,11682.54,123.90%
Lot 1,Vendor G,5,3804.31,3029.4,3140.48,3140.48,15147.0,19021.56,15702.39,15702.39,3.70%
Lot 1,Vendor G,5,3804.31,3029.4,3140.48,3140.48,15147.0,19021.56,15702.39,15702.39,3.70%
Lot 1,Vendor G,5,159.88,126.23,159.88,159.88,631.12,799.43,799.43,799.43,26.70%
Lot 1,Vendor G,1,11649.54,5469.75,11546.79,11546.79,5469.75,11649.54,11546.79,11546.79,111.10%
Lot 1,Vendor G,1,12257.36,5217.3,11682.54,11682.54,5217.3,12257.36,11682.54,11682.54,123.90%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,1,159.88,126.23,159.88,159.88,126.23,159.88,159.88,159.88,26.70%
Lot 1,Vendor G,5,12257.36,5217.3,11682.54,11682.54,26086.5,61286.78,58412.72,58412.72,123.90%
Lot 1,Vendor G,5,7474.29,5469.75,7321.05,7321.05,27348.75,37371.44,36605.25,36605.25,33.80%
Lot 1,Vendor G,1,159.88,126.23,159.88,159.88,126.23,159.88,159.88,159.88,26.70%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,2,3804.31,3029.4,3140.48,3140.48,6058.8,7608.62,6280.96,6280.96,3.70%
Lot 1,Vendor G,2,3804.31,3029.4,3140.48,3140.48,6058.8,7608.62,6280.96,6280.96,3.70%
Lot 1,Vendor G,1,7865.7,5469.75,7321.05,7321.05,5469.75,7865.7,7321.05,7321.05,33.80%
Lot 1,Vendor G,1,6931.52,5469.75,6399.55,6399.55,5469.75,6931.52,6399.55,6399.55,17.00%
Lot 1,Vendor G,1,8692.69,5469.75,7321.05,7321.05,5469.75,8692.69,7321.05,7321.05,33.80%
Lot 1,Vendor G,1,8999.12,5217.3,7989.2,7989.2,5217.3,8999.12,7989.2,7989.2,53.10%
Lot 1,Vendor G,2,7865.7,5469.75,7321.05,7321.05,10939.5,15731.4,14642.1,14642.1,33.80%
Lot 1,Vendor G,1,7865.7,5469.75,7321.05,7321.05,5469.75,7865.7,7321.05,7321.05,33.80%
Lot 1,Vendor G,1,8999.12,5217.3,7989.2,7989.2,5217.3,8999.12,7989.2,7989.2,53.10%
Lot 1,Vendor G,1,7474.29,5469.75,7321.05,7321.05,5469.75,7474.29,7321.05,7321.05,33.80%
Lot 1,Vendor G,1,8075.96,5217.3,7573.5,7573.5,5217.3,8075.96,7573.5,7573.5,45.20%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,1,159.88,126.23,159.88,159.88,126.23,159.88,159.88,159.88,26.70%
Lot 1,Vendor G,1,159.88,126.23,159.88,159.88,126.23,159.88,159.88,159.88,26.70%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,4,3804.31,3029.4,3140.48,3140.48,12117.6,15217.25,12561.91,12561.91,3.70%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,4,3804.31,3029.4,3140.48,3140.48,12117.6,15217.25,12561.91,12561.91,3.70%
Lot 1,Vendor G,1,12257.36,5217.3,11682.54,11682.54,5217.3,12257.36,11682.54,11682.54,123.90%
Lot 1,Vendor G,2,12474.93,5469.75,12262.07,12262.07,10939.5,24949.85,24524.14,24524.14,124.20%
Lot 1,Vendor G,1,7474.29,5469.75,7321.05,7321.05,5469.75,7474.29,7321.05,7321.05,33.80%
Lot 1,Vendor G,4,7474.29,5469.75,7321.05,7321.05,21879.0,29897.15,29284.2,29284.2,33.80%
Lot 1,Vendor G,4,12257.36,5217.3,11682.54,11682.54,20869.2,49029.43,46730.18,46730.18,123.90%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,1,7474.29,5469.75,7321.05,7321.05,5469.75,7474.29,7321.05,7321.05,33.80%
Lot 1,Vendor G,1,12257.36,5217.3,11682.54,11682.54,5217.3,12257.36,11682.54,11682.54,123.90%
Lot 1,Vendor G,1,7405.2,5890.5,7405.2,7405.2,5890.5,7405.2,7405.2,7405.2,25.70%
Lot 1,Vendor G,1,589.05,504.9,589.05,589.05,504.9,589.05,589.05,589.05,16.70%
Lot 1,Vendor G,3,3804.31,3029.4,3140.48,3140.48,9088.2,11412.94,9421.43,9421.43,3.70%
Lot 1,Vendor G,3,159.88,126.23,159.88,159.88,378.68,479.66,479.66,479.66,26.70%
Lot 1,Vendor G,5,7405.2,5890.5,7405.2,7405.2,29452.5,37026.0,37026.0,37026.0,25.70%
Lot 1,Vendor G,5,589.05,504.9,589.05,589.05,2524.5,2945.25,2945.25,2945.25,16.70%
Lot 1,Vendor G,2,3804.31,3029.4,3140.48,3140.48,6058.8,7608.62,6280.96,6280.96,3.70%
Lot 1,Vendor G,2,159.88,126.23,159.88,159.88,252.45,319.77,319.77,319.77,26.70%
Lot 1,Vendor G,2,7405.2,5890.5,7405.2,7405.2,11781.0,14810.4,14810.4,14810.4,25.70%
Lot 1,Vendor G,2,3804.31,3029.4,3140.48,3140.48,6058.8,7608.62,6280.96,6280.96,3.70%
Lot 1,Vendor G,2,159.88,126.23,159.88,159.88,252.45,319.77,319.77,319.77,26.70%
Lot 1,Vendor G,4,3804.31,3029.4,3140.48,3140.48,12117.6,15217.25,12561.91,12561.91,3.70%
Lot 1,Vendor G,4,159.88,126.23,159.88,159.88,504.9,639.54,639.54,639.54,26.70%
Lot 1,Vendor G,1,589.05,504.9,589.05,589.05,504.9,589.05,589.05,589.05,16.70%
Lot 1,Vendor G,1,7405.2,5890.5,7405.2,7405.2,5890.5,7405.2,7405.2,7405.2,25.70%
Lot 1,Vendor G,2,7405.2,5890.5,7405.2,7405.2,11781.0,14810.4,14810.4,14810.4,25.70%
Lot 1,Vendor G,2,159.88,126.23,159.88,159.88,252.45,319.77,319.77,319.77,26.70%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,1,159.88,126.23,159.88,159.88,126.23,159.88,159.88,159.88,26.70%
Lot 1,Vendor G,4,589.05,504.9,589.05,589.05,2019.6,2356.2,2356.2,2356.2,16.70%
Lot 1,Vendor G,4,7405.2,5890.5,7405.2,7405.2,23562.0,29620.8,29620.8,29620.8,25.70%
Lot 1,Vendor G,6,589.05,504.9,589.05,589.05,3029.4,3534.3,3534.3,3534.3,16.70%
Lot 1,Vendor G,6,7405.2,5890.5,7405.2,7405.2,35343.0,44431.2,44431.2,44431.2,25.70%
Lot 1,Vendor G,5,7405.2,5890.5,7405.2,7405.2,29452.5,37026.0,37026.0,37026.0,25.70%
Lot 1,Vendor G,5,159.88,126.23,159.88,159.88,631.12,799.43,799.43,799.43,26.70%
Lot 1,Vendor G,1,7405.2,5890.5,7405.2,7405.2,5890.5,7405.2,7405.2,7405.2,25.70%
Lot 1,Vendor G,1,159.88,126.23,159.88,159.88,126.23,159.88,159.88,159.88,26.70%
Lot 1,Vendor G,1,589.05,504.9,589.05,589.05,504.9,589.05,589.05,589.05,16.70%
Lot 1,Vendor G,1,7405.2,5890.5,7405.2,7405.2,5890.5,7405.2,7405.2,7405.2,25.70%
Lot 1,Vendor G,10,589.05,504.9,589.05,589.05,5049.0,5890.5,5890.5,5890.5,16.70%
Lot 1,Vendor G,10,7405.2,5890.5,7405.2,7405.2,58905.0,74052.0,74052.0,74052.0,25.70%
Lot 1,Vendor G,11,7405.2,5890.5,7405.2,7405.2,64795.5,81457.2,81457.2,81457.2,25.70%
Lot 1,Vendor G,11,159.88,126.23,159.88,159.88,1388.48,1758.74,1758.74,1758.74,26.70%
Lot 1,Vendor G,1,7405.2,5890.5,7405.2,7405.2,5890.5,7405.2,7405.2,7405.2,25.70%
Lot 1,Vendor G,1,589.05,504.9,589.05,589.05,504.9,589.05,589.05,589.05,16.70%
Lot 1,Vendor G,1,10136.7,5049.0,9213.49,9213.49,5049.0,10136.7,9213.49,9213.49,82.50%
Lot 1,Vendor G,1,9106.8,5890.5,8456.02,8456.02,5890.5,9106.8,8456.02,8456.02,43.60%
Lot 1,Vendor G,1,10136.7,5049.0,9213.49,9213.49,5049.0,10136.7,9213.49,9213.49,82.50%
Lot 1,Vendor G,1,8770.2,5890.5,8456.02,8456.02,5890.5,8770.2,8456.02,8456.02,43.60%
Lot 1,Vendor G,2,8097.0,5890.5,7782.82,7782.82,11781.0,16193.99,15565.65,15565.65,32.10%
Lot 1,Vendor G,1,8872.02,5049.0,8246.7,8246.7,5049.0,8872.02,8246.7,8246.7,63.30%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,5,7405.2,5890.5,7405.2,7405.2,29452.5,37026.0,37026.0,37026.0,25.70%
Lot 1,Vendor G,2,10136.7,5049.0,9213.49,9213.49,10098.0,20273.4,18426.98,18426.98,82.50%
Lot 1,Vendor G,2,9106.8,5890.5,8456.02,8456.02,11781.0,18213.59,16912.05,16912.05,43.60%
Lot 1,Vendor G,4,8097.0,5890.5,7782.82,7782.82,23562.0,32387.99,31131.29,31131.29,32.10%
Lot 1,Vendor G,4,10136.7,5049.0,9213.49,9213.49,20196.0,40546.8,36853.96,36853.96,82.50%
Lot 1,Vendor G,5,159.88,126.23,159.88,159.88,631.12,799.43,799.43,799.43,26.70%
Lot 1,Vendor G,2,10136.7,5049.0,9213.49,9213.49,10098.0,20273.4,18426.98,18426.98,82.50%
Lot 1,Vendor G,1,8097.0,5890.5,7782.82,7782.82,5890.5,8097.0,7782.82,7782.82,32.10%
Lot 1,Vendor G,1,8872.02,5049.0,8246.7,8246.7,5049.0,8872.02,8246.7,8246.7,63.30%
Lot 1,Vendor G,1,11289.39,5049.0,10470.31,10470.31,5049.0,11289.39,10470.31,10470.31,107.40%
Lot 1,Vendor G,1,8872.02,5049.0,8246.7,8246.7,5049.0,8872.02,8246.7,8246.7,63.30%
Lot 1,Vendor G,1,8097.0,5890.5,7782.82,7782.82,5890.5,8097.0,7782.82,7782.82,32.10%
Lot 1,Vendor G,1,9106.8,5890.5,8456.02,8456.02,5890.5,9106.8,8456.02,8456.02,43.60%
Lot 1,Vendor G,3,8872.02,5049.0,8246.7,8246.7,15147.0,26616.06,24740.1,24740.1,63.30%
Lot 1,Vendor G,1,8097.0,5890.5,7782.82,7782.82,5890.5,8097.0,7782.82,7782.82,32.10%
Lot 1,Vendor G,1,589.05,504.9,589.05,589.05,504.9,589.05,589.05,589.05,16.70%
Lot 1,Vendor G,1,7405.2,5890.5,7405.2,7405.2,5890.5,7405.2,7405.2,7405.2,25.70%
Lot 1,Vendor G,1,10136.7,5049.0,9213.49,9213.49,5049.0,10136.7,9213.49,9213.49,82.50%
Lot 1,Vendor G,1,8097.0,5890.5,7782.82,7782.82,5890.5,8097.0,7782.82,7782.82,32.10%
Lot 1,Vendor G,1,59007.75,5049.0,59368.16,59368.16,5049.0,59007.75,59368.16,59368.16,1075.80%
Lot 1,Vendor G,1,44281.5,31977.0,44677.87,44677.87,31977.0,44281.5,44677.87,44677.87,39.70%
Lot 1,Vendor G,2,589.05,504.9,589.05,589.05,1009.8,1178.1,1178.1,1178.1,16.70%
Lot 1,Vendor G,2,7405.2,5890.5,7405.2,7405.2,11781.0,14810.4,14810.4,14810.4,25.70%
Lot 1,Vendor G,1,10136.7,5049.0,9213.49,9213.49,5049.0,10136.7,9213.49,9213.49,82.50%
Lot 1,Vendor G,1,8097.0,5890.5,7782.82,7782.82,5890.5,8097.0,7782.82,7782.82,32.10%
Lot 1,Vendor G,1,8872.02,5049.0,8246.7,8246.7,5049.0,8872.02,8246.7,8246.7,63.30%
Lot 1,Vendor G,1,10136.7,5049.0,9213.49,9213.49,5049.0,10136.7,9213.49,9213.49,82.50%
Lot 1,Vendor G,1,8097.0,5890.5,7782.82,7782.82,5890.5,8097.0,7782.82,7782.82,32.10%
Lot 1,Vendor G,1,8770.2,5890.5,7782.82,7782.82,5890.5,8770.2,7782.82,7782.82,32.10%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,1,7405.2,5890.5,7405.2,7405.2,5890.5,7405.2,7405.2,7405.2,25.70%
Lot 1,Vendor G,1,589.05,504.9,589.05,589.05,504.9,589.05,589.05,589.05,16.70%
Lot 1,Vendor G,1,10136.7,5049.0,9213.49,9213.49,5049.0,10136.7,9213.49,9213.49,82.50%
Lot 1,Vendor G,1,9106.8,5890.5,8792.62,8792.62,5890.5,9106.8,8792.62,8792.62,49.30%
Lot 1,Vendor G,2,8872.02,5049.0,8246.7,8246.7,10098.0,17744.04,16493.4,16493.4,63.30%
Lot 1,Vendor G,1,10136.7,5049.0,9213.49,9213.49,5049.0,10136.7,9213.49,9213.49,82.50%
Lot 1,Vendor G,2,8097.0,5890.5,7782.82,7782.82,11781.0,16193.99,15565.65,15565.65,32.10%
Lot 1,Vendor G,1,8770.2,5890.5,7782.82,7782.82,5890.5,8770.2,7782.82,7782.82,32.10%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
Lot 1,Vendor G,1,7405.2,5890.5,7405.2,7405.2,5890.5,7405.2,7405.2,7405.2,25.70%
Lot 1,Vendor G,1,11289.39,5049.0,10470.31,10470.31,5049.0,11289.39,10470.31,10470.31,107.40%
Lot 1,Vendor G,1,9106.8,5890.5,8792.62,8792.62,5890.5,9106.8,8792.62,8792.62,49.30%
Lot 1,Vendor G,3,8872.02,5049.0,8246.7,8246.7,15147.0,26616.06,24740.1,24740.1,63.30%
Lot 1,Vendor G,3,8097.0,5890.5,7782.82,7782.82,17671.5,24290.99,23348.47,23348.47,32.10%
Lot 1,Vendor G,1,159.88,126.23,159.88,159.88,126.23,159.88,159.88,159.88,26.70%
Lot 1,Vendor G,3,3804.31,3029.4,3140.48,3140.48,9088.2,11412.94,9421.43,9421.43,3.70%
Lot 1,Vendor G,3,159.88,126.23,159.88,159.88,378.68,479.66,479.66,479.66,26.70%
Lot 1,Vendor G,1,8872.02,5049.0,8246.7,8246.7,5049.0,8872.02,8246.7,8246.7,63.30%
Lot 1,Vendor G,1,8097.0,5890.5,7782.82,7782.82,5890.5,8097.0,7782.82,7782.82,32.10%
Lot 1,Vendor G,1,3804.31,3029.4,3140.48,3140.48,3029.4,3804.31,3140.48,3140.48,3.70%
