Auction Lot,Vendor,Forecasted Qty,  Initial Quote for BOC  ,  Target Price  ,  Pre-Bid Price  ,  Bid Price  ,  Target Spend  ,  Current Spend  ,  Pre-Bid Spend  , Bid Spend ,% Delta to Target
Lot 3,Vendor B,5,43765.0,31303.8,38648.41,31303.8,156519.0,218825.01,193242.06,156519.0,0.00%
Lot 3,Vendor B,1,5626.86,4735.96,4735.96,4735.96,4735.96,5626.86,4735.96,4735.96,0.00%
Lot 3,Vendor B,1,5626.86,4735.96,4735.96,4735.96,4735.96,5626.86,4735.96,4735.96,0.00%
Lot 3,Vendor B,1,56639.56,33660.0,44740.7,33660.0,33660.0,56639.56,44740.7,33660.0,0.00%
Lot 3,Vendor B,2,23733.99,18092.25,18092.25,18092.25,36184.5,47467.99,36184.5,36184.5,0.00%
Lot 3,Vendor B,5,94587.14,65697.59,65697.59,65697.59,328487.94,472935.71,328487.94,328487.94,0.00%
Lot 3,Vendor B,3,56639.56,33660.0,44740.7,33660.0,100980.0,169918.69,134222.09,100980.0,0.00%
Lot 3,Vendor B,1,23733.99,18092.25,18092.25,18092.25,18092.25,23733.99,18092.25,18092.25,0.00%
Lot 3,Vendor B,9,94587.14,65697.59,65697.59,65697.59,591278.29,851284.27,591278.29,591278.29,0.00%
Lot 3,Vendor B,6,56639.56,33660.0,44740.7,33660.0,201960.0,339837.39,268444.17,201960.0,0.00%
Lot 3,Vendor B,1,23733.99,18092.25,18092.25,18092.25,18092.25,23733.99,18092.25,18092.25,0.00%
Lot 3,Vendor B,4,94587.14,65697.59,65697.59,65697.59,262790.35,378348.57,262790.35,262790.35,0.00%
Lot 3,Vendor B,2,94587.14,65697.59,65697.59,65697.59,131395.18,189174.28,131395.18,131395.18,0.00%
Lot 3,Vendor B,4,94587.14,65697.59,65697.59,65697.59,262790.35,378348.57,262790.35,262790.35,0.00%
Lot 3,Vendor B,3,56639.56,33660.0,44740.7,33660.0,100980.0,169918.69,134222.09,100980.0,0.00%
Lot 3,Vendor B,2,94587.14,65697.59,65697.59,65697.59,131395.18,189174.28,131395.18,131395.18,0.00%
Lot 3,Vendor B,1,56639.56,33660.0,44740.7,33660.0,33660.0,56639.56,44740.7,33660.0,0.00%
Lot 3,Vendor B,1,56639.56,6732.0,44740.7,6732.0,6732.0,56639.56,44740.7,6732.0,0.00%
Lot 3,Vendor B,3,56639.56,33660.0,44740.7,33660.0,100980.0,169918.69,134222.09,100980.0,0.00%
Lot 3,Vendor B,6,94587.14,65697.59,65697.59,65697.59,394185.53,567522.85,394185.53,394185.53,0.00%
Lot 3,Vendor B,5,56639.56,33660.0,44740.7,33660.0,168300.0,283197.82,223703.48,168300.0,0.00%
Lot 3,Vendor B,1,56639.56,33660.0,44740.7,33660.0,33660.0,56639.56,44740.7,33660.0,0.00%
Lot 3,Vendor B,8,56639.56,33660.0,44740.7,33660.0,269280.0,453116.51,357925.56,269280.0,0.00%
Lot 3,Vendor B,9,56639.56,33660.0,44740.7,33660.0,302940.0,509756.08,402666.26,302940.0,0.00%
Lot 3,Vendor B,17,94587.14,65697.59,65697.59,65697.59,1116859.0,1607981.4,1116859.0,1116859.0,0.00%
Lot 3,Vendor B,1,21208.1,16409.25,16409.25,16409.25,16409.25,21208.1,16409.25,16409.25,0.00%
Lot 3,Vendor B,4,94587.14,65697.59,65697.59,65697.59,262790.35,378348.57,262790.35,262790.35,0.00%
Lot 3,Vendor B,2,56639.56,6732.0,44740.7,6732.0,13464.0,113279.13,89481.39,13464.0,0.00%
Lot 3,Vendor B,3,56639.56,33660.0,44740.7,33660.0,100980.0,169918.69,134222.09,100980.0,0.00%
Lot 3,Vendor B,6,21208.1,16409.25,16409.25,16409.25,98455.5,127248.58,98455.5,98455.5,0.00%
Lot 3,Vendor B,1,56639.56,33660.0,44740.7,33660.0,33660.0,56639.56,44740.7,33660.0,0.00%
Lot 3,Vendor B,1,90162.64,68511.56,68511.56,68511.56,68511.56,90162.64,68511.56,68511.56,0.00%
Lot 3,Vendor B,1,113670.84,86674.5,113541.91,86674.5,86674.5,113670.84,113541.91,86674.5,0.00%
Lot 3,Vendor B,1,22553.52,16409.25,16409.25,16409.25,16409.25,22553.52,16409.25,16409.25,0.00%
Lot 3,Vendor B,1,13537.35,9243.88,9243.88,9243.88,9243.88,13537.35,9243.88,9243.88,0.00%
Lot 3,Vendor B,2,18319.57,16409.25,16409.25,16409.25,32818.5,36639.15,32818.5,32818.5,0.00%
Lot 3,Vendor B,2,9780.0,6058.8,6058.8,6058.8,12117.6,19559.99,12117.6,12117.6,0.00%
Lot 3,Vendor B,2,18319.57,16409.25,16409.25,16409.25,32818.5,36639.15,32818.5,32818.5,0.00%
Lot 3,Vendor B,2,9780.0,6058.8,6058.8,6058.8,12117.6,19559.99,12117.6,12117.6,0.00%
Lot 3,Vendor B,1,16974.12,11547.06,11547.06,11547.06,11547.06,16974.12,11547.06,11547.06,0.00%
Lot 3,Vendor B,1,9780.0,6058.8,6058.8,6058.8,6058.8,9780.0,6058.8,6058.8,0.00%
Lot 3,Vendor B,1,18319.57,16409.25,16409.25,16409.25,16409.25,18319.57,16409.25,16409.25,0.00%
Lot 3,Vendor B,1,22553.52,16409.25,16409.25,16409.25,16409.25,22553.52,16409.25,16409.25,0.00%
Lot 3,Vendor B,3,90162.64,68511.56,68511.56,68511.56,205534.69,270487.91,205534.69,205534.69,0.00%
Lot 3,Vendor B,3,113670.84,86674.5,113541.91,86674.5,260023.5,341012.51,340625.74,260023.5,0.00%
Lot 3,Vendor B,2,90162.64,68511.56,68511.56,68511.56,137023.13,180325.27,137023.13,137023.13,0.00%
Lot 3,Vendor B,2,113670.84,86674.5,113541.91,86674.5,173349.0,227341.68,227083.82,173349.0,0.00%
Lot 3,Vendor B,2,22108.65,16409.25,16409.25,16409.25,32818.5,44217.31,32818.5,32818.5,0.00%
Lot 3,Vendor B,2,8687.41,6058.8,6058.8,6058.8,12117.6,17374.82,12117.6,12117.6,0.00%
Lot 3,Vendor B,1,22108.65,16409.25,16409.25,16409.25,16409.25,22108.65,16409.25,16409.25,0.00%
Lot 3,Vendor B,1,9356.05,6058.8,6058.8,6058.8,6058.8,9356.05,6058.8,6058.8,0.00%
Lot 3,Vendor B,1,90162.64,68511.56,68511.56,68511.56,68511.56,90162.64,68511.56,68511.56,0.00%
Lot 3,Vendor B,1,113670.84,86674.5,113541.91,86674.5,86674.5,113670.84,113541.91,86674.5,0.00%
Lot 3,Vendor B,3,22108.65,16409.25,16409.25,16409.25,49227.75,66325.96,49227.75,49227.75,0.00%
Lot 3,Vendor B,3,8687.41,6058.8,6058.8,6058.8,18176.4,26062.23,18176.4,18176.4,0.00%
Lot 3,Vendor B,1,24970.31,18092.25,18092.25,18092.25,18092.25,24970.31,18092.25,18092.25,0.00%
Lot 3,Vendor B,1,15824.65,10724.92,10724.92,10724.92,10724.92,15824.65,10724.92,10724.92,0.00%
Lot 3,Vendor B,3,22108.65,16409.25,16409.25,16409.25,49227.75,66325.96,49227.75,49227.75,0.00%
Lot 3,Vendor B,3,8687.41,6058.8,6058.8,6058.8,18176.4,26062.23,18176.4,18176.4,0.00%
Lot 3,Vendor B,1,90162.64,68511.56,68511.56,68511.56,68511.56,90162.64,68511.56,68511.56,0.00%
Lot 3,Vendor B,1,8687.41,6058.8,6058.8,6058.8,6058.8,8687.41,6058.8,6058.8,0.00%
Lot 3,Vendor B,1,22108.65,16409.25,16409.25,16409.25,16409.25,22108.65,16409.25,16409.25,0.00%
Lot 3,Vendor B,1,8687.41,6058.8,6058.8,6058.8,6058.8,8687.41,6058.8,6058.8,0.00%
Lot 3,Vendor B,7,22108.65,16409.25,16409.25,16409.25,114864.75,154760.58,114864.75,114864.75,0.00%
Lot 3,Vendor B,7,8687.41,6058.8,6058.8,6058.8,42411.6,60811.87,42411.6,42411.6,0.00%
Lot 3,Vendor B,6,125934.69,81457.2,88313.74,81457.2,488743.2,755608.15,529882.45,488743.2,0.00%
Lot 3,Vendor B,14,125934.69,81457.2,88313.74,81457.2,1140400.8,1763085.67,1236392.39,1140400.8,0.00%
Lot 3,Vendor B,8,125934.69,81457.2,88313.74,81457.2,651657.6,1007477.53,706509.94,651657.6,0.00%
Lot 3,Vendor B,8,125934.69,81457.2,88313.74,81457.2,651657.6,1007477.53,706509.94,651657.6,0.00%
Lot 3,Vendor B,4,125934.69,81457.2,88313.74,81457.2,325828.8,503738.76,353254.97,325828.8,0.00%
Lot 3,Vendor B,8,127686.42,81457.2,93372.0,81457.2,651657.6,1021491.33,746975.99,651657.6,0.00%
Lot 3,Vendor B,12,127686.42,81457.2,93372.0,81457.2,977486.4,1532236.99,1120463.98,977486.4,0.00%
Lot 3,Vendor B,8,127686.42,81457.2,93372.0,81457.2,651657.6,1021491.33,746975.99,651657.6,0.00%
Lot 3,Vendor B,22,127686.42,81457.2,93372.0,81457.2,1792058.4,2809101.16,2054183.97,1792058.4,0.00%
Lot 3,Vendor B,22,127686.42,81457.2,93372.0,81457.2,1792058.4,2809101.16,2054183.97,1792058.4,0.00%
Lot 2,Vendor A,14,328.19,319.77,319.77,319.77,4476.78,4594.59,4476.78,4476.78,0.00%
Lot 2,Vendor A,6,281.9,277.69,277.69,277.69,1666.17,1691.41,1666.17,1666.17,0.00%
Lot 2,Vendor A,11,328.19,319.77,319.77,319.77,3517.47,3610.04,3517.47,3517.47,0.00%
Lot 2,Vendor A,11,281.9,277.69,277.69,277.69,3054.64,3100.93,3054.64,3054.64,0.00%
Lot 2,Vendor A,45,328.19,319.77,319.77,319.77,14389.65,14768.33,14389.65,14389.65,0.00%
Lot 2,Vendor A,33,281.9,277.69,277.69,277.69,9163.93,9302.78,9163.93,9163.93,0.00%
Lot 2,Vendor A,45,328.19,319.77,319.77,319.77,14389.65,14768.33,14389.65,14389.65,0.00%
Lot 2,Vendor A,40,281.9,277.69,277.69,277.69,11107.8,11276.1,11107.8,11107.8,0.00%
Lot 2,Vendor A,54,328.19,319.77,319.77,319.77,17267.58,17721.99,17267.58,17267.58,0.00%
Lot 2,Vendor A,9,328.19,319.77,319.77,319.77,2877.93,2953.66,2877.93,2877.93,0.00%
Lot 2,Vendor A,27,328.19,319.77,319.77,319.77,8633.79,8861.0,8633.79,8633.79,0.00%
Lot 2,Vendor A,30,281.9,277.69,277.69,277.69,8330.85,8457.08,8330.85,8330.85,0.00%
Lot 2,Vendor A,54,328.19,319.77,319.77,319.77,17267.58,17721.99,17267.58,17267.58,0.00%
Lot 2,Vendor A,60,281.9,277.69,277.69,277.69,16661.7,16914.15,16661.7,16661.7,0.00%
Lot 2,Vendor A,12,328.19,319.77,319.77,319.77,3837.24,3938.22,3837.24,3837.24,0.00%
Lot 2,Vendor A,18,328.19,319.77,319.77,319.77,5755.86,5907.33,5755.86,5755.86,0.00%
Lot 2,Vendor A,10,328.19,319.77,319.77,319.77,3197.7,3281.85,3197.7,3197.7,0.00%
Lot 2,Vendor A,56,328.19,319.77,319.77,319.77,17907.12,18378.36,17907.12,17907.12,0.00%
Lot 2,Vendor A,28,328.19,319.77,319.77,319.77,8953.56,9189.18,8953.56,8953.56,0.00%
Lot 2,Vendor A,102,328.19,319.77,319.77,319.77,32616.54,33474.87,32616.54,32616.54,0.00%
Lot 2,Vendor A,90,328.19,319.77,319.77,319.77,28779.3,29536.65,28779.3,28779.3,0.00%
Lot 2,Vendor A,33,328.19,319.77,319.77,319.77,10552.41,10830.1,10552.41,10552.41,0.00%
Lot 2,Vendor A,10,328.19,319.77,319.77,319.77,3197.7,3281.85,3197.7,3197.7,0.00%
Lot 2,Vendor A,65,328.19,319.77,319.77,319.77,20785.05,21332.03,20785.05,20785.05,0.00%
Lot 2,Vendor A,50,328.19,319.77,319.77,319.77,15988.5,16409.25,15988.5,15988.5,0.00%
Lot 2,Vendor A,45,328.19,319.77,319.77,319.77,14389.65,14768.33,14389.65,14389.65,0.00%
Lot 2,Vendor A,30,328.19,319.77,319.77,319.77,9593.1,9845.55,9593.1,9593.1,0.00%
Lot 2,Vendor A,28,328.19,319.77,319.77,319.77,8953.56,9189.18,8953.56,8953.56,0.00%
Lot 2,Vendor A,20,328.19,319.77,319.77,319.77,6395.4,6563.7,6395.4,6395.4,0.00%
Lot 2,Vendor A,42,328.19,319.77,319.77,319.77,13430.34,13783.77,13430.34,13430.34,0.00%
Lot 2,Vendor A,30,328.19,319.77,319.77,319.77,9593.1,9845.55,9593.1,9593.1,0.00%
Lot 2,Vendor A,35,328.19,319.77,319.77,319.77,11191.95,11486.48,11191.95,11191.95,0.00%
Lot 2,Vendor A,30,328.19,319.77,319.77,319.77,9593.1,9845.55,9593.1,9593.1,0.00%
Lot 2,Vendor A,40,328.19,319.77,319.77,319.77,12790.8,13127.4,12790.8,12790.8,0.00%
Lot 2,Vendor A,30,328.19,319.77,319.77,319.77,9593.1,9845.55,9593.1,9593.1,0.00%
Lot 2,Vendor A,60,281.9,277.69,277.69,277.69,16661.7,16914.15,16661.7,16661.7,0.00%
Lot 2,Vendor A,9,328.19,319.77,319.77,319.77,2877.93,2953.66,2877.93,2877.93,0.00%
Lot 2,Vendor A,8,328.19,319.77,319.77,319.77,2558.16,2625.48,2558.16,2558.16,0.00%
Lot 2,Vendor A,12,328.19,319.77,319.77,319.77,3837.24,3938.22,3837.24,3837.24,0.00%
Lot 2,Vendor A,22,328.19,319.77,319.77,319.77,7034.94,7220.07,7034.94,7034.94,0.00%
Lot 2,Vendor A,20,328.19,319.77,319.77,319.77,6395.4,6563.7,6395.4,6395.4,0.00%
Lot 2,Vendor A,145,328.19,319.77,319.77,319.77,46366.65,47586.83,46366.65,46366.65,0.00%
Lot 2,Vendor A,165,328.19,319.77,319.77,319.77,52762.05,54150.53,52762.05,52762.05,0.00%
Lot 2,Vendor A,5,328.19,319.77,319.77,319.77,1598.85,1640.92,1598.85,1598.85,0.00%
Lot 2,Vendor A,77,328.19,319.77,319.77,319.77,24622.29,25270.24,24622.29,24622.29,0.00%
Lot 2,Vendor A,89,328.19,319.77,319.77,319.77,28459.53,29208.47,28459.53,28459.53,0.00%
Lot 2,Vendor A,58,328.19,319.77,319.77,319.77,18546.66,19034.73,18546.66,18546.66,0.00%
Lot 2,Vendor A,76,328.19,319.77,319.77,319.77,24302.52,24942.06,24302.52,24302.52,0.00%
Lot 2,Vendor A,14,6658.79,2524.5,5427.68,5427.68,35343.0,93223.05,75987.45,75987.45,115.00%
Lot 2,Vendor A,2,13871.29,2524.5,12016.62,9721.85,5049.0,27742.57,24033.24,19443.7,285.10%
Lot 2,Vendor A,2,13871.29,2524.5,12016.62,9721.85,5049.0,27742.57,24033.24,19443.7,285.10%
Lot 2,Vendor A,8,6658.79,2524.5,5427.68,5427.68,20196.0,53270.32,43421.4,43421.4,115.00%
Lot 2,Vendor A,9,69209.17,43758.0,67208.08,67208.08,393822.0,622882.51,604872.72,604872.72,53.60%
Lot 2,Vendor A,622,102.66,71.53,100.14,100.14,44490.11,63856.39,62286.15,62286.15,40.00%
Lot 2,Vendor A,582,102.66,71.53,100.14,100.14,41629.01,59749.87,58280.61,58280.61,40.00%
Lot 2,Vendor A,801,102.66,71.53,100.14,100.14,57293.53,82233.06,80210.94,80210.94,40.00%
Lot 2,Vendor A,1172,102.66,71.53,100.14,100.14,83830.23,120321.04,117362.32,117362.32,40.00%
Lot 2,Vendor A,604,105.19,71.53,102.66,102.66,43202.61,63533.25,62008.45,62008.45,43.50%
Lot 2,Vendor A,622,105.19,71.53,102.66,102.66,44490.11,65426.62,63856.39,63856.39,43.50%
Lot 2,Vendor A,293,105.19,71.53,102.66,102.66,20957.56,30819.94,30080.26,30080.26,43.50%
Lot 2,Vendor A,879,105.19,71.53,102.66,102.66,62872.67,92459.81,90240.78,90240.78,43.50%
Lot 2,Vendor A,162,105.19,71.53,102.66,102.66,11587.45,17040.38,16631.41,16631.41,43.50%
Lot 2,Vendor A,2051,105.19,71.53,102.66,102.66,146702.9,215739.56,210561.81,210561.81,43.50%
Lot 2,Vendor A,18,105.19,71.53,102.66,102.66,1287.5,1893.38,1847.93,1847.93,43.50%
Lot 2,Vendor A,1172,105.19,71.53,102.66,102.66,83830.23,123279.75,120321.04,120321.04,43.50%
Lot 2,Vendor A,8,77847.17,56043.42,74119.32,67156.75,448347.35,622777.32,592954.56,537253.99,19.80%
Lot 2,Vendor A,8,94943.08,65510.72,90450.19,65510.72,524085.8,759544.63,723601.51,524085.8,0.00%
Lot 2,Vendor A,8,65083.29,46859.97,61471.58,52030.79,374879.77,520666.34,491772.6,416246.29,11.00%
Lot 2,Vendor A,6,77847.17,56043.42,74119.32,67156.75,336260.51,467082.99,444715.92,402940.49,19.80%
Lot 2,Vendor A,6,77847.17,56043.42,74119.32,67156.75,336260.51,467082.99,444715.92,402940.49,19.80%
Lot 2,Vendor A,6,94943.08,65510.72,90450.19,65510.72,393064.35,569658.47,542701.13,393064.35,0.00%
Lot 2,Vendor A,6,94943.08,65510.72,90450.19,65510.72,393064.35,569658.47,542701.13,393064.35,0.00%
Lot 2,Vendor A,8,69515.47,47965.68,64999.98,51440.9,383725.41,556123.79,519999.88,411527.16,7.20%
Lot 2,Vendor A,8,61336.94,42322.49,64869.55,42322.4,338579.88,490695.48,518956.42,338579.21,0.00%
Lot 2,Vendor A,8,59370.35,40965.54,58348.15,40965.54,327724.33,474962.8,466785.2,327724.33,0.00%
Lot 2,Vendor A,6,65083.29,46859.97,61471.58,52030.79,281159.83,390499.76,368829.45,312184.72,11.00%
Lot 2,Vendor A,6,65083.29,46859.97,61471.58,52030.79,281159.83,390499.76,368829.45,312184.72,11.00%
Lot 2,Vendor A,6,69515.47,47965.68,64999.98,51440.9,287794.06,417092.84,389999.91,308645.37,7.20%
Lot 2,Vendor A,6,69515.47,47965.68,64999.98,51440.9,287794.06,417092.84,389999.91,308645.37,7.20%
Lot 2,Vendor A,4,77847.17,56043.42,74119.32,67156.75,224173.67,311388.66,296477.28,268627.0,19.80%
Lot 2,Vendor A,4,94943.08,65510.72,90450.19,65510.72,262042.9,379772.32,361800.75,262042.9,0.00%
Lot 2,Vendor A,8,46189.94,31871.06,40712.61,40712.61,254968.44,369519.48,325700.89,325700.89,27.70%
Lot 2,Vendor A,6,61336.94,42322.49,64869.55,42322.4,253934.91,368021.61,389217.31,253934.41,0.00%
Lot 2,Vendor A,6,61336.94,42322.49,64869.55,42322.4,253934.91,368021.61,389217.31,253934.41,0.00%
Lot 2,Vendor A,1120,322.29,222.38,218.79,109.4,249069.19,360969.84,245044.8,122522.4,-50.80%
Lot 2,Vendor A,6,59370.35,40965.54,58348.15,40965.54,245793.25,356222.1,350088.9,245793.25,0.00%
Lot 2,Vendor A,6,59370.35,40965.54,58348.15,40965.54,245793.25,356222.1,350088.9,245793.25,0.00%
Lot 2,Vendor A,800,412.34,284.51,286.11,284.51,227608.92,329868.0,228888.0,227608.92,0.00%
Lot 2,Vendor A,4,65083.29,46859.97,61471.58,52030.79,187439.88,260333.17,245886.3,208123.15,11.00%
Lot 2,Vendor A,8,36096.14,24906.34,36096.14,5691.06,199250.71,288769.14,288769.14,45528.52,-77.20%
Lot 2,Vendor A,8,36096.14,24906.34,34796.03,29736.24,199250.71,288769.14,278368.2,237889.88,19.40%
Lot 2,Vendor A,4,69515.47,47965.68,64999.98,51440.9,191862.71,278061.89,259999.94,205763.58,7.20%
Lot 2,Vendor A,6,46189.94,31871.06,40712.61,40712.61,191226.33,277139.61,244275.67,244275.67,27.70%
Lot 2,Vendor A,6,46189.94,31871.06,40712.61,40712.61,191226.33,277139.61,244275.67,244275.67,27.70%
Lot 2,Vendor A,840,322.29,222.38,218.79,109.4,186801.89,270727.38,183783.6,91891.8,-50.80%
Lot 2,Vendor A,840,322.29,222.38,218.79,109.4,186801.89,270727.38,183783.6,91891.8,-50.80%
Lot 2,Vendor A,8,33720.59,23267.21,28316.21,22547.15,186137.65,269764.7,226529.65,180377.21,-3.10%
Lot 2,Vendor A,600,412.34,284.51,286.11,284.51,170706.69,247401.0,171666.0,170706.69,0.00%
Lot 2,Vendor A,600,412.34,284.51,286.11,284.51,170706.69,247401.0,171666.0,170706.69,0.00%
Lot 2,Vendor A,4,61336.94,42322.49,64869.55,42322.4,169289.94,245347.74,259478.21,169289.6,0.00%
Lot 2,Vendor A,4,59370.35,40965.54,58348.15,40965.54,163862.16,237481.4,233392.6,163862.16,0.00%
Lot 2,Vendor A,6,36096.14,24906.34,36096.14,5691.06,149438.03,216576.86,216576.86,34146.39,-77.20%
Lot 2,Vendor A,6,36096.14,24906.34,34796.03,29736.24,149438.03,216576.86,208776.15,178417.41,19.40%
Lot 2,Vendor A,6,36096.14,24906.34,36096.14,5691.06,149438.03,216576.86,216576.86,34146.39,-77.20%
Lot 2,Vendor A,6,36096.14,24906.34,34796.03,29736.24,149438.03,216576.86,208776.15,178417.41,19.40%
Lot 2,Vendor A,6,33720.59,23267.21,28316.21,22547.15,139603.23,202323.53,169897.23,135282.91,-3.10%
Lot 2,Vendor A,6,33720.59,23267.21,28316.21,22547.15,139603.23,202323.53,169897.23,135282.91,-3.10%
Lot 2,Vendor A,4,46189.94,31871.06,40712.61,40712.61,127484.22,184759.74,162850.45,162850.45,27.70%
Lot 2,Vendor A,560,322.29,222.38,218.79,109.4,124534.59,180484.92,122522.4,61261.2,-50.80%
Lot 2,Vendor A,400,412.34,284.51,286.11,284.51,113804.46,164934.0,114444.0,113804.46,0.00%
Lot 2,Vendor A,6,24444.4,16866.64,16866.64,18088.04,101199.82,146666.4,101199.82,108528.26,7.20%
Lot 2,Vendor A,6,24444.4,16866.64,16866.64,18088.04,101199.82,146666.4,101199.82,108528.26,7.20%
Lot 2,Vendor A,4,36096.14,24906.34,36096.14,5691.06,99625.35,144384.57,144384.57,22764.26,-77.20%
Lot 2,Vendor A,4,36096.14,24906.34,34796.03,29736.24,99625.35,144384.57,139184.1,118944.94,19.40%
Lot 2,Vendor A,4,33720.59,23267.21,28316.21,22547.15,93068.82,134882.35,113264.82,90188.6,-3.10%
Lot 2,Vendor A,1,77847.17,56043.42,74119.32,67156.75,56043.42,77847.17,74119.32,67156.75,19.80%
Lot 2,Vendor A,4,24444.4,16866.64,16866.64,18088.04,67466.55,97777.6,67466.55,72352.17,7.20%
Lot 2,Vendor A,1,94943.08,65510.72,90450.19,65510.72,65510.72,94943.08,90450.19,65510.72,0.00%
Lot 2,Vendor A,280,322.29,222.38,218.79,109.4,62267.3,90242.46,61261.2,30630.6,-50.80%
Lot 2,Vendor A,6,14824.92,10229.2,13454.07,10228.43,61375.17,88949.53,80724.42,61370.6,0.00%
Lot 2,Vendor A,6,14824.92,10229.2,13454.07,10228.43,61375.17,88949.53,80724.42,61370.6,0.00%
Lot 2,Vendor A,6,14816.69,10223.51,13454.07,10223.51,61341.07,88900.1,80724.42,61341.06,0.00%
Lot 2,Vendor A,6,14816.69,10223.51,13454.07,10223.51,61341.07,88900.1,80724.42,61341.06,0.00%
Lot 2,Vendor A,8,99768.24,68840.09,85243.95,68840.09,550720.68,798145.92,681951.6,550720.68,0.00%
Lot 2,Vendor A,8,10050.03,6934.52,8330.85,7436.34,55476.19,80400.28,66646.8,59490.68,7.20%
Lot 2,Vendor A,1,65083.29,46859.97,61471.58,52030.79,46859.97,65083.29,61471.58,52030.79,11.00%
Lot 2,Vendor A,8,9131.12,6300.47,9024.04,6756.45,50403.76,73048.93,72192.29,54051.64,7.20%
Lot 2,Vendor A,4,12279.76,8473.04,10927.72,9013.86,33892.14,49119.05,43710.88,36055.45,6.40%
Lot 2,Vendor A,4,13938.44,9617.52,12538.35,10472.47,38470.1,55753.77,50153.4,41889.87,8.90%
Lot 2,Vendor A,1,69515.47,47965.68,64999.98,51440.9,47965.68,69515.47,64999.98,51440.9,7.20%
Lot 2,Vendor A,8,8494.1,6285.63,7571.82,6285.63,50285.08,67952.81,60574.54,50285.08,0.00%
Lot 2,Vendor A,4,12279.76,9087.02,10927.72,9086.52,36348.09,49119.05,43710.88,36346.07,0.00%
Lot 2,Vendor A,6,99768.24,68840.09,85243.95,68840.09,413040.51,598609.44,511463.7,413040.51,0.00%
Lot 2,Vendor A,6,99768.24,68840.09,85243.95,68840.09,413040.51,598609.44,511463.7,413040.51,0.00%
Lot 2,Vendor A,1,61336.94,42322.49,64869.55,42322.4,42322.49,61336.94,64869.55,42322.4,0.00%
Lot 2,Vendor A,6,10050.03,6934.52,8330.85,7436.34,41607.14,60300.21,49985.1,44618.01,7.20%
Lot 2,Vendor A,6,10050.03,6934.52,8330.85,7436.34,41607.14,60300.21,49985.1,44618.01,7.20%
Lot 2,Vendor A,1,59370.35,40965.54,58348.15,40965.54,40965.54,59370.35,58348.15,40965.54,0.00%
Lot 2,Vendor A,4,14824.92,10229.2,13454.07,10228.43,40916.78,59299.68,53816.28,40913.73,0.00%
Lot 2,Vendor A,4,14816.69,10223.51,13454.07,10223.51,40894.05,59266.73,53816.28,40894.04,0.00%
Lot 2,Vendor A,6,9294.89,6878.22,7977.02,6878.22,41269.31,55769.34,47862.15,41269.31,0.00%
Lot 2,Vendor A,6,9294.89,6878.22,7977.02,6878.22,41269.31,55769.34,47862.15,41269.31,0.00%
Lot 2,Vendor A,6,9131.12,6300.47,9024.04,6756.45,37802.82,54786.7,54144.21,40538.72,7.20%
Lot 2,Vendor A,6,9131.12,6300.47,9024.04,6756.45,37802.82,54786.7,54144.21,40538.72,7.20%
Lot 2,Vendor A,3,12279.76,8473.04,10927.72,9013.86,25419.11,36839.28,32783.16,27041.59,6.40%
Lot 2,Vendor A,3,12279.76,8473.04,10927.72,9013.86,25419.11,36839.28,32783.16,27041.59,6.40%
Lot 2,Vendor A,4,12650.02,9361.01,11107.8,9361.01,37444.06,50600.09,44431.2,37444.06,0.00%
Lot 2,Vendor A,4,12650.02,9361.01,11107.8,9360.85,37444.06,50600.09,44431.2,37443.38,0.00%
Lot 2,Vendor A,3,13938.44,9617.52,12538.35,10472.47,28852.57,41815.32,37615.05,31417.4,8.90%
Lot 2,Vendor A,3,13938.44,9617.52,12538.35,10472.47,28852.57,41815.32,37615.05,31417.4,8.90%
Lot 2,Vendor A,8,6567.91,4860.25,6317.6,5100.46,38882.01,52543.26,50540.83,40803.66,4.90%
Lot 2,Vendor A,6,8494.1,6285.63,7571.82,6285.63,37713.81,50964.61,45430.9,37713.81,0.00%
Lot 2,Vendor A,6,8494.1,6285.63,7571.82,6285.63,37713.81,50964.61,45430.9,37713.81,0.00%
Lot 2,Vendor A,3,12279.76,9087.02,10927.72,9086.52,27261.07,36839.28,32783.16,27259.55,0.00%
Lot 2,Vendor A,3,12279.76,9087.02,10927.72,9086.52,27261.07,36839.28,32783.16,27259.55,0.00%
Lot 2,Vendor A,1,46189.94,31871.06,40712.61,40712.61,31871.06,46189.94,40712.61,40712.61,27.70%
Lot 2,Vendor A,280,164.93,122.05,218.79,109.4,34174.32,46181.52,61261.2,30630.6,-10.40%
Lot 2,Vendor A,4,99768.24,68840.09,85243.95,68840.09,275360.34,399072.96,340975.8,275360.34,0.00%
Lot 2,Vendor A,100,412.34,284.51,286.11,284.51,28451.12,41233.5,28611.0,28451.12,0.00%
Lot 2,Vendor A,4,10050.03,6934.52,8330.85,7436.34,27738.1,40200.14,33323.4,29745.34,7.20%
Lot 2,Vendor A,3,12650.02,9361.01,11107.8,9361.01,28083.04,37950.06,33323.4,28083.04,0.00%
Lot 2,Vendor A,3,12650.02,9361.01,11107.8,9361.01,28083.04,37950.06,33323.4,28083.04,0.00%
Lot 2,Vendor A,3,12650.02,9361.01,11107.8,9360.85,28083.04,37950.06,33323.4,28082.54,0.00%
Lot 2,Vendor A,3,12650.02,9361.01,11107.8,9360.85,28083.04,37950.06,33323.4,28082.54,0.00%
